proposal_id,investigator_id,investigator_name,career_stage,college_code,college_name,sponsor_id,sponsor_name,sponsor_type,proposal_type,submission_date,submission_month,fiscal_year,requested_amount,proposal_status,award_id,awarded_amount,decision_date,days_to_decision,award_start_date,award_end_date
LP-2025-01430,R0116,Camille Mensah,Early Career,HUM,College of Humanities,S002,Natural Sciences Research Council,Federal,Fellowship,2025-04-26,2025-04,FY25,60600,Awarded,AW2-2025-01430,44100,2025-06-13,48,2025-07-08,2026-07-08
LP-2025-01431,R0180,Amina Ahmed,Established,HUM,College of Humanities,S012,Future Cities Foundation,Foundation,Internal Seed,2025-10-08,2025-10,FY26,57200,Active,AW2-2025-01431,54900,2025-12-26,79,2026-02-03,2028-02-03
LP-2023-01432,R0002,Jonah Smith,Early Career,ENG,College of Engineering,S008,Ontario Research Fund,Provincial/State,Internal Seed,2023-10-30,2023-10,FY24,356600,Not Funded,,0,2024-02-19,112,,
LP-2023-01433,R0016,Priya Wang,Established,ARC,College of Architecture and Design,S020,Northstar Analytics,Industry,Research Project,2023-06-20,2023-06,FY23,312500,Closed,AW2-2023-01433,194800,2023-11-21,154,2024-01-06,2027-01-05
LP-2025-01434,R0037,Nadia Nguyen,Early Career,BUS,School of Business,S020,Northstar Analytics,Industry,Research Project,2025-11-02,2025-11,FY26,324400,Not Funded,,0,2026-02-02,92,,
LP-2023-01435,R0131,Maya Bennett,Established,SOC,College of Social Innovation,S023,Internal Strategic Research Fund,Internal,Internal Seed,2023-06-10,2023-06,FY23,108200,Closed,AW2-2023-01435,97800,2023-10-15,127,2023-11-23,2025-11-22
LP-2025-01436,R0096,Jamal Garcia,Established,ARC,College of Architecture and Design,S006,Department of Public Health,Government,Research Project,2025-01-01,2025-01,FY25,167300,Not Funded,,0,2025-03-06,64,,
LP-2024-01437,R0040,Hana Roy,Early Career,ARC,College of Architecture and Design,S013,Education Access Foundation,Foundation,Research Project,2024-12-13,2024-12,FY25,58300,Not Funded,,0,2025-05-15,153,,
LP-2026-01438,R0008,Theo Yamamoto,Senior,ARC,College of Architecture and Design,S021,Vertex Mobility Systems,Industry,Training Grant,2026-03-05,2026-03,FY26,203500,Active,AW2-2026-01438,162200,2026-05-21,77,2026-07-24,2029-07-23
LP-2024-01439,R0017,Zain Gupta,Established,LAW,School of Law and Public Policy,S019,Apex Biotechnologies,Industry,Fellowship,2024-09-23,2024-09,FY25,199500,Not Funded,,0,2024-11-19,57,,
LP-2026-01440,R0141,Victor Singh,Senior,BUS,School of Business,S003,Social Innovation Research Council,Federal,Research Project,2026-03-11,2026-03,FY26,72700,Active,AW2-2026-01440,54200,2026-06-20,101,2026-07-17,2028-01-08
LP-2024-01441,R0082,Chloe Chen,Established,ENG,College of Engineering,S016,Urban Resilience Network,Nonprofit,Research Project,2024-05-29,2024-05,FY24,34900,Not Funded,,0,2024-07-31,63,,
LP-2025-01442,R0166,Priya Wang,Senior,SCI,College of Science,S010,Global Health Foundation,Foundation,Research Project,2025-09-26,2025-09,FY26,106400,Not Funded,,0,2025-11-28,63,,
LP-2023-01443,R0173,Isabelle Laurent,Established,BUS,School of Business,S017,International Research Consortium,International,Research Project,2023-02-25,2023-02,FY23,86000,Not Funded,,0,2023-05-09,73,,
LP-2026-01444,R0050,Noah Johnson,Senior,ENG,College of Engineering,S005,National Science Foundation,Federal,Training Grant,2026-06-25,2026-06,FY26,73000,Active,AW2-2026-01444,46900,2026-08-31,67,2026-09-18,2029-09-17
LP-2024-01445,R0033,Olivia Costa,Established,LAW,School of Law and Public Policy,S001,National Health Research Council,Federal,Equipment,2024-08-17,2024-08,FY25,45700,Closed,AW2-2024-01445,32500,2024-10-12,56,2024-11-17,2025-11-17
LP-2023-01446,R0002,Jonah Smith,Early Career,ENG,College of Engineering,S019,Apex Biotechnologies,Industry,Training Grant,2023-05-06,2023-05,FY23,99500,Not Funded,,0,2023-06-24,49,,
LP-2025-01447,R0081,Victor Singh,Established,LAW,School of Law and Public Policy,S003,Social Innovation Research Council,Federal,Training Grant,2025-10-03,2025-10,FY26,236400,Not Funded,,0,2025-11-15,43,,
LP-2026-01448,R0155,Daniel Walker,Early Career,SOC,College of Social Innovation,S016,Urban Resilience Network,Nonprofit,Equipment,2026-03-30,2026-03,FY26,178200,Closed,AW2-2026-01448,148000,2026-08-13,136,2026-09-01,2028-02-23
LP-2025-01449,R0035,Daniel Walker,Established,SOC,College of Social Innovation,S001,National Health Research Council,Federal,Research Project,2025-08-22,2025-08,FY26,184300,Not Funded,,0,2026-01-07,138,,
LP-2023-01450,R0053,Isabelle Laurent,Early Career,BUS,School of Business,S008,Ontario Research Fund,Provincial/State,Research Project,2023-02-01,2023-02,FY23,36700,Active,AW2-2023-01450,30700,2023-05-12,100,2023-05-29,2024-05-28
LP-2025-01451,R0096,Jamal Garcia,Established,ARC,College of Architecture and Design,S014,Biomedical Discovery Foundation,Foundation,Research Project,2025-12-18,2025-12,FY26,217900,Awarded,AW2-2025-01451,146100,2026-03-16,88,2026-04-20,2028-04-19
LP-2025-01452,R0047,Zain Gupta,Senior,HSC,College of Health Sciences,S015,Civic Data Collaborative,Nonprofit,Training Grant,2025-01-28,2025-01,FY25,38700,Active,AW2-2025-01452,28400,2025-04-24,86,2025-06-17,2027-06-17
LP-2025-01453,R0162,Samira Kim,Established,ENG,College of Engineering,S006,Department of Public Health,Government,Internal Seed,2025-07-07,2025-07,FY26,296800,Not Funded,,0,2025-12-03,149,,
LP-2024-01454,R0134,Gabriel Dubois,Early Career,SCI,College of Science,S002,Natural Sciences Research Council,Federal,Research Project,2024-05-02,2024-05,FY24,259900,Not Funded,,0,2024-11-07,189,,
LP-2025-01455,R0161,Maya Bennett,Established,LAW,School of Law and Public Policy,S001,National Health Research Council,Federal,Research Project,2025-01-31,2025-01,FY25,163700,Active,AW2-2025-01455,138300,2025-07-15,165,2025-08-13,2027-08-13
LP-2025-01456,R0143,Isabelle Laurent,Early Career,HSC,College of Health Sciences,S006,Department of Public Health,Government,Research Project,2025-01-09,2025-01,FY25,155900,Awarded,AW2-2025-01456,131400,2025-06-27,169,2025-08-17,2026-08-17
LP-2024-01457,R0029,Rafael Reyes,Established,BUS,School of Business,S005,National Science Foundation,Federal,Research Project,2024-01-31,2024-01,FY24,124700,Closed,AW2-2024-01457,89000,2024-04-17,77,2024-05-08,2025-10-30
LP-2024-01458,R0134,Gabriel Dubois,Early Career,SCI,College of Science,S001,National Health Research Council,Federal,Training Grant,2024-07-07,2024-07,FY25,52700,Not Funded,,0,2024-09-22,77,,
LP-2023-01459,R0042,Samira Kim,Senior,ENG,College of Engineering,S014,Biomedical Discovery Foundation,Foundation,Fellowship,2023-09-10,2023-09,FY24,126300,Closed,AW2-2023-01459,89700,2024-01-12,124,2024-03-01,2025-03-01
LP-2025-01460,R0051,Victor Singh,Established,SOC,College of Social Innovation,S018,Global Development Partnership,International,Fellowship,2025-11-11,2025-11,FY26,95300,Active,AW2-2025-01460,70200,2026-04-17,157,2026-05-19,2028-05-18
LP-2024-01461,R0137,Zain Gupta,Established,LAW,School of Law and Public Policy,S006,Department of Public Health,Government,Equipment,2024-01-25,2024-01,FY24,118800,Active,AW2-2024-01461,76500,2024-07-09,166,2024-08-08,2027-08-08
LP-2023-01462,R0146,Camille Mensah,Senior,ENG,College of Engineering,S006,Department of Public Health,Government,Training Grant,2023-04-03,2023-04,FY23,92500,Not Funded,,0,2023-06-12,70,,
LP-2025-01463,R0115,Sofia Evans,Early Career,SOC,College of Social Innovation,S002,Natural Sciences Research Council,Federal,Research Project,2025-03-20,2025-03,FY25,378500,Active,AW2-2025-01463,325700,2025-05-07,48,2025-07-19,2027-07-19
LP-2024-01464,R0159,Carlos Ito,Early Career,HSC,College of Health Sciences,S003,Social Innovation Research Council,Federal,Research Project,2024-11-11,2024-11,FY25,58000,Not Funded,,0,2025-04-13,153,,
LP-2025-01465,R0148,Lucas Haddad,Established,HUM,College of Humanities,S004,Advanced Technology Agency,Federal,Research Project,2025-03-10,2025-03,FY25,181700,Active,AW2-2025-01465,115000,2025-08-13,156,2025-10-20,2028-10-19
LP-2025-01466,R0129,Carlos Ito,Established,LAW,School of Law and Public Policy,S007,Department of Energy and Climate,Government,Research Project,2025-08-01,2025-08,FY26,180700,Active,AW2-2025-01466,159900,2026-01-03,155,2026-02-09,2028-02-09
LP-2025-01467,R0157,Nadia Nguyen,Early Career,BUS,School of Business,S011,Community Wellbeing Trust,Foundation,Research Project,2025-05-31,2025-05,FY25,36000,Active,AW2-2025-01467,28600,2025-08-31,92,2025-09-30,2027-09-30
LP-2024-01468,R0036,Jamal Garcia,Early Career,HUM,College of Humanities,S024,Faculty Seed Grant Program,Internal,Research Project,2024-03-18,2024-03,FY24,42300,Closed,AW2-2024-01468,39400,2024-08-29,164,2024-09-30,2025-09-30
LP-2024-01469,R0159,Carlos Ito,Early Career,HSC,College of Health Sciences,S016,Urban Resilience Network,Nonprofit,Research Project,2024-01-02,2024-01,FY24,617500,Not Funded,,0,2024-05-16,135,,
LP-2023-01470,R0119,Rafael Reyes,Established,HSC,College of Health Sciences,S022,Helix Medical Devices,Industry,Research Project,2023-10-19,2023-10,FY24,94700,Closed,AW2-2023-01470,82600,2023-12-27,69,2024-03-11,2025-09-02
LP-2023-01471,R0026,Camille Mensah,Established,ENG,College of Engineering,S010,Global Health Foundation,Foundation,Research Project,2023-07-04,2023-07,FY24,45800,Withdrawn,,0,2023-12-15,164,,
LP-2025-01472,R0154,Yara Lee,Senior,ENG,College of Engineering,S005,National Science Foundation,Federal,Fellowship,2025-11-18,2025-11,FY26,308900,Not Funded,,0,2026-05-01,164,,
LP-2023-01473,R0035,Daniel Walker,Established,SOC,College of Social Innovation,S003,Social Innovation Research Council,Federal,Fellowship,2023-11-02,2023-11,FY24,33800,Withdrawn,,0,2023-12-12,40,,
LP-2023-01474,R0029,Rafael Reyes,Established,BUS,School of Business,S014,Biomedical Discovery Foundation,Foundation,Equipment,2023-09-08,2023-09,FY24,113000,Active,AW2-2023-01474,74000,2023-12-22,105,2024-01-25,2027-01-24
LP-2023-01475,R0064,Yara Lee,Early Career,ARC,College of Architecture and Design,S008,Ontario Research Fund,Provincial/State,Research Project,2023-07-01,2023-07,FY24,78900,Closed,AW2-2023-01475,56000,2024-01-04,187,2024-02-21,2025-02-20
LP-2025-01476,R0129,Carlos Ito,Established,LAW,School of Law and Public Policy,S024,Faculty Seed Grant Program,Internal,Research Project,2025-01-27,2025-01,FY25,987900,Not Funded,,0,2025-06-12,136,,
LP-2025-01477,R0095,Daniel Walker,Early Career,HSC,College of Health Sciences,S024,Faculty Seed Grant Program,Internal,Research Project,2025-06-23,2025-06,FY25,122500,Not Funded,,0,2025-07-29,36,,
LP-2024-01478,R0039,Carlos Ito,Senior,HSC,College of Health Sciences,S020,Northstar Analytics,Industry,Research Project,2024-04-08,2024-04,FY24,28500,Not Funded,,0,2024-09-21,166,,
LP-2025-01479,R0017,Zain Gupta,Established,LAW,School of Law and Public Policy,S008,Ontario Research Fund,Provincial/State,Research Project,2025-01-14,2025-01,FY25,103000,Awarded,AW2-2025-01479,84900,2025-06-05,142,2025-07-19,2027-07-19
LP-2024-01480,R0152,Jonah Smith,Early Career,ARC,College of Architecture and Design,S003,Social Innovation Research Council,Federal,Fellowship,2024-08-22,2024-08,FY25,814400,Closed,AW2-2024-01480,600300,2025-01-06,137,2025-02-10,2028-02-10
LP-2024-01481,R0010,Hana Roy,Early Career,ENG,College of Engineering,S023,Internal Strategic Research Fund,Internal,Research Project,2024-08-31,2024-08,FY25,170000,Active,AW2-2024-01481,137100,2024-11-16,77,2024-12-17,2026-12-17
LP-2023-01482,R0158,Theo Yamamoto,Established,SCI,College of Science,S023,Internal Strategic Research Fund,Internal,Research Project,2023-07-28,2023-07,FY24,170900,Active,AW2-2023-01482,140400,2023-10-02,66,2023-11-27,2024-11-26
LP-2026-01483,R0139,Jia Zhou,Established,SOC,College of Social Innovation,S019,Apex Biotechnologies,Industry,Research Project,2026-07-15,2026-07,FY27,126900,Awarded,AW2-2026-01483,122800,2026-08-31,47,2026-10-10,2028-04-02
LP-2026-01484,R0170,Noah Johnson,Established,ENG,College of Engineering,S021,Vertex Mobility Systems,Industry,Research Project,2026-02-09,2026-02,FY26,114400,Active,AW2-2026-01484,100700,2026-08-14,186,2026-09-19,2029-09-18
LP-2026-01485,R0047,Zain Gupta,Senior,HSC,College of Health Sciences,S002,Natural Sciences Research Council,Federal,Research Project,2026-07-28,2026-07,FY27,198600,Submitted,,0,,,,
LP-2024-01486,R0088,Lucas Haddad,Early Career,ARC,College of Architecture and Design,S023,Internal Strategic Research Fund,Internal,Research Project,2024-04-01,2024-04,FY24,104900,Withdrawn,,0,2024-08-15,136,,
LP-2024-01487,R0040,Hana Roy,Early Career,ARC,College of Architecture and Design,S023,Internal Strategic Research Fund,Internal,Research Project,2024-08-10,2024-08,FY25,974800,Closed,AW2-2024-01487,703000,2025-01-05,148,2025-02-09,2026-02-09
LP-2024-01488,R0023,Isabelle Laurent,Established,HSC,College of Health Sciences,S015,Civic Data Collaborative,Nonprofit,Research Project,2024-03-25,2024-03,FY24,317200,Withdrawn,,0,2024-08-02,130,,
LP-2024-01489,R0072,Samira Kim,Established,ARC,College of Architecture and Design,S010,Global Health Foundation,Foundation,Equipment,2024-06-07,2024-06,FY24,41200,Active,AW2-2024-01489,34900,2024-08-31,85,2024-10-15,2025-10-15
LP-2026-01490,R0143,Isabelle Laurent,Early Career,HSC,College of Health Sciences,S006,Department of Public Health,Government,Fellowship,2026-03-06,2026-03,FY26,430200,Active,AW2-2026-01490,386200,2026-07-31,147,2026-08-16,2029-08-15
LP-2025-01491,R0098,Theo Yamamoto,Early Career,ENG,College of Engineering,S005,National Science Foundation,Federal,Fellowship,2025-12-03,2025-12,FY26,127700,Active,AW2-2025-01491,115700,2026-04-17,135,2026-06-15,2027-06-15
LP-2025-01492,R0066,Jamal Garcia,Established,ENG,College of Engineering,S008,Ontario Research Fund,Provincial/State,Fellowship,2025-10-23,2025-10,FY26,92600,Closed,AW2-2025-01492,69000,2026-04-24,183,2026-06-06,2028-06-05
LP-2026-01493,R0015,Leila Martin,Early Career,HSC,College of Health Sciences,S021,Vertex Mobility Systems,Industry,Internal Seed,2026-06-25,2026-06,FY26,139200,Under Review,,0,,,,
LP-2024-01494,R0110,Noah Johnson,Early Career,SCI,College of Science,S003,Social Innovation Research Council,Federal,Internal Seed,2024-08-03,2024-08,FY25,65300,Active,AW2-2024-01494,58500,2025-02-04,185,2025-03-10,2028-03-09
LP-2024-01495,R0121,Fatima Khan,Early Career,LAW,School of Law and Public Policy,S012,Future Cities Foundation,Foundation,Research Project,2024-03-15,2024-03,FY24,166500,Active,AW2-2024-01495,157900,2024-09-01,170,2024-10-12,2027-10-12
LP-2025-01496,R0064,Yara Lee,Early Career,ARC,College of Architecture and Design,S010,Global Health Foundation,Foundation,Fellowship,2025-08-07,2025-08,FY26,190900,Not Funded,,0,2025-11-19,104,,
LP-2023-01497,R0028,Lucas Haddad,Established,HUM,College of Humanities,S014,Biomedical Discovery Foundation,Foundation,Research Project,2023-12-10,2023-12,FY24,28800,Not Funded,,0,2024-06-11,184,,
LP-2023-01498,R0042,Samira Kim,Senior,ENG,College of Engineering,S005,National Science Foundation,Federal,Research Project,2023-08-12,2023-08,FY24,22900,Not Funded,,0,2024-02-01,173,,
LP-2025-01499,R0073,Arjun Thomas,Early Career,LAW,School of Law and Public Policy,S009,Massachusetts Innovation Fund,Provincial/State,Internal Seed,2025-06-29,2025-06,FY25,164500,Not Funded,,0,2025-09-05,68,,
LP-2026-01500,R0110,Noah Johnson,Early Career,SCI,College of Science,S020,Northstar Analytics,Industry,Fellowship,2026-07-05,2026-07,FY27,45700,Under Review,,0,,,,
LP-2025-01501,R0097,Nadia Nguyen,Established,LAW,School of Law and Public Policy,S014,Biomedical Discovery Foundation,Foundation,Training Grant,2025-05-29,2025-05,FY25,50700,Active,AW2-2025-01501,33300,2025-10-08,132,2025-12-02,2027-05-26
LP-2025-01502,R0098,Theo Yamamoto,Early Career,ENG,College of Engineering,S010,Global Health Foundation,Foundation,Research Project,2025-11-03,2025-11,FY26,96900,Not Funded,,0,2026-02-15,104,,
LP-2023-01503,R0052,Chloe Chen,Senior,HUM,College of Humanities,S013,Education Access Foundation,Foundation,Research Project,2023-05-17,2023-05,FY23,332000,Active,AW2-2023-01503,269100,2023-07-23,67,2023-10-02,2024-10-01
LP-2024-01504,R0137,Zain Gupta,Established,LAW,School of Law and Public Policy,S007,Department of Energy and Climate,Government,Equipment,2024-09-06,2024-09,FY25,97700,Not Funded,,0,2025-01-31,147,,
LP-2026-01505,R0153,Olivia Costa,Senior,LAW,School of Law and Public Policy,S005,National Science Foundation,Federal,Equipment,2026-01-27,2026-01,FY26,99500,Active,AW2-2026-01505,94600,2026-07-25,179,2026-10-04,2028-03-27
LP-2023-01506,R0013,Arjun Thomas,Established,BUS,School of Business,S010,Global Health Foundation,Foundation,Equipment,2023-01-08,2023-01,FY23,188600,Not Funded,,0,2023-05-14,126,,
LP-2025-01507,R0173,Isabelle Laurent,Established,BUS,School of Business,S022,Helix Medical Devices,Industry,Training Grant,2025-12-28,2025-12,FY26,101100,Awarded,AW2-2025-01507,92100,2026-03-28,90,2026-05-29,2029-05-28
LP-2024-01508,R0152,Jonah Smith,Early Career,ARC,College of Architecture and Design,S008,Ontario Research Fund,Provincial/State,Research Project,2024-07-20,2024-07,FY25,59700,Not Funded,,0,2024-12-24,157,,
LP-2024-01509,R0077,Zain Gupta,Established,BUS,School of Business,S001,National Health Research Council,Federal,Research Project,2024-03-14,2024-03,FY24,169100,Closed,AW2-2024-01509,150100,2024-07-13,121,2024-08-05,2025-08-05
LP-2023-01510,R0041,Maya Bennett,Established,LAW,School of Law and Public Policy,S008,Ontario Research Fund,Provincial/State,Research Project,2023-09-09,2023-09,FY24,149300,Not Funded,,0,2023-11-25,77,,
LP-2025-01511,R0070,Hana Roy,Established,SCI,College of Science,S016,Urban Resilience Network,Nonprofit,Research Project,2025-05-03,2025-05,FY25,196500,Awarded,AW2-2025-01511,145800,2025-09-09,129,2025-10-13,2028-10-12
LP-2024-01512,R0017,Zain Gupta,Established,LAW,School of Law and Public Policy,S020,Northstar Analytics,Industry,Training Grant,2024-05-22,2024-05,FY24,78700,Not Funded,,0,2024-10-13,144,,
LP-2026-01513,R0132,Samira Kim,Early Career,HUM,College of Humanities,S003,Social Innovation Research Council,Federal,Research Project,2026-03-06,2026-03,FY26,49000,Awarded,AW2-2026-01513,32500,2026-05-04,59,2026-06-09,2027-12-01
LP-2024-01514,R0123,Olivia Costa,Early Career,SOC,College of Social Innovation,S019,Apex Biotechnologies,Industry,Research Project,2024-12-28,2024-12,FY25,199000,Awarded,AW2-2024-01514,152000,2025-02-22,56,2025-04-07,2028-04-06
